제목1,제목2,seq_score
2009년 아름다운재단 실직가정 대학생 등록금 지원,2009년 아름다운재단 실직가정 대학생 마지막 등록금 지원사업 안내,0.8615384615384616
2023-1학기 학부 재학생 교내장학금(우선감면) 안내,2023-1학기 학부 재학생 교내장학금(우선감면) 신청 안내,0.9473684210526316
(국립대학 육성사업)문화유산 융합 영상디자인 전문가 양성 프로그램 ‘첨단과학기술과 문화유산의 만남’ 참여 안내 요청,(국립대학 육성사업)문화유산 융합 영상디자인 전문가 양성 프로그램 ‘첨단과학기술과 문화유산의 만남’ 참여 안내,0.9743589743589745
2021학년도 1학기 중간(기말)시험 유의사항 안내,2021학년도 1학기 중간(기말)시험 학생 유의사항 안내,0.9454545454545454
[필수] 2018년 인권.성평등(폭력 예방) 온라인 교육 안내,2018년 학생대상-인권·성평등(폭력 예방) 온라인 교육 안내,0.8813559322033898
2017-2학기 우선면제 장학금 신청 안내,2017-2 우선면제 장학금 신청자 서류 제출안내,0.8333333333333334
2023년 제1차 KB굿잡 우수기업 취업박람회 참여자 모집 안내,2023 KB굿잡 우수기업 취업박람회 참가 신청 안내,0.8125
본솔김종한장학재단 2019학년도 2학기 장학생 선발안내,본솔김종한장학재단 2019학년도 2학기 장학생 선발 안내,0.9836065573770492
'16학년도 2학기 국내외 현장실습 신청 안내(7.8~7.21),'16학년도 2학기 국내외 현장실습 운영 안내,0.8301886792452831
2017학년도 1학기 특별장학금 장학생 선발계획 안내,2017학년도 1학기 특별장학금 신청 안내,0.8076923076923077
[공지] 2022-2학기 동국대학교 일반대학원 교류 수학 안내,2022학년도 2학기 동국대학교 일반대학원 교류 수학 안내-7.28.목까지,0.8115942028985508
2020학년도 신입생 인.적성 검사 기간 연장 안내,2020학년도 신입생 인적성 검사 안내,0.875
2016학년도 두산연강재단 장학생 추천 의뢰,2016년도 두산연강재단 장학생 선발 안내,0.8085106382978723
2016-2학기 특별장학금 장학생 선발 안내(~10/27),2016학년도 2학기 특별장학금 장학생 선발계획 안내,0.8214285714285714
2020년 역량진단 서포터즈 시행,(8/31마감) 2020년 역량진단 서포터즈 시행 안내,0.8
2022학년도 겨울 계절수업 한국교원대학교 학점교류 수학 안내,2022학년도 겨울 계절수업 경북대학교 교류수학 안내,0.8571428571428571
2022년 2학기 국가장학금 1차 신청 안내,2022학년도 2학기 국가장학금 1차 신청 안내,0.96
2022. 8월 4주(2차) 추천 채용 정보 안내,2022. 8월 3주(1차) 추천 채용 정보 안내,0.9166666666666666
2023년 강원대학교 하반기 창업동아리 모집 안내,2023년 강원대학교 하반기 창업동아리 모집 안내 및 홍보,0.9152542372881356
2009 2학기 사회봉사과목 수강신청 및 봉사활동 신청 안내,2009. 2 사회봉사과목 수강 및 봉사활동 신청 안내,0.935483870967742
2019학년도 동계 계절수업 제주대학교 학점 교류 수학 안내,2019학년도 동계 계절수업 서울대학교 학점 교류 수학 안내,0.9393939393939394
2021학년도 전기 일반대학원 신입생(정원내) 모집 요강,2021학년도 전기 일반대학원 신입생(정원내) 모집 요강 안내,0.9508196721311476
2021학년도 2학기 일반대학원 전과 신청 안내,2021학년도 2학기 일반대학원 전과 시행 안내,0.9230769230769232
[장학] 2024학년도 2학기 KNU핵심역량 장학금 선발 안내,[학부] 2024-2학기 KNU핵심역량장학금 신청 안내,0.8135593220338984
인공지능(AI) 학습용 데이터 구축사업 참여자 모집 기간 연장 안내,인공지능(AI) 학습용 데이터 구축사업 참여자  모집안내,0.8888888888888888
2019년 한국사학진흥재단 청렴실천공모전 실시 안내,2019년 한국사학진흥재단 청렴실천공모전 실시 홍보 협조 요청,0.8387096774193549
2024학년도 비교과마일리지 장학제도 안내,2024 비교과마일리지 장학제도 안내,0.9302325581395348
[학부] 2025학년도 전과 모집 공고,2025학년도 전과 모집계획 공고 안내,0.8
(국가거점국립대학교) 2025. 1학기 경상국립대학교 교류 수학 안내,（국가거점국립대학교） 2025. 1학기 제주대학교 교류 수학 안내,0.9117647058823528
2021학년도 2학기 국제교류 프로그램 설명회 개최,2021학년도 2학기 국제교류 프로그램 설명회 홍보,0.9285714285714286
2019-1학기 재（복）학생 등록금 납부안내,2019학년도 1학기 재（복）학생 등록금 추가납부（최종） 안내,0.8235294117647058
<2019학년도 제2회 교직 적성·인성 검사 시행 계획>안내,2019학년도 제1회 교직 적성·인성 재검사 결과 조회 안내,0.8064516129032258
장학] 강원 사회복지공동모금회(여지영 행운터부동산컨설팅 대표) 장학생 선발,강원 사회복지공동모금회(여지영 행운터부동산컨설팅 대표) 장학생 선발 안내,0.9210526315789472
2015학년도 제주대학교 하계 계절학기 수학 안내,2015학년도 서울대학교 하계 계절학기 수학 안내,0.925925925925926
[안내]2020학년도 1학기 푸른등대 삼성기부장학사업 신규 장학생 선발 안내,2020학년도 1학기 푸른등대 삼성기부장학사업 신규 장학생 선발 안내,0.9743589743589745
2022-1학기 재학생 등록금 1차 추가납부기간 알림,2022-1학기 재학생 등록금 1차 추가납부기간 알림-3.3.(목)~4.(금) 16:00,0.8484848484848485
2023학년도 창의․융합 G-bridge 교육 참가자 모집 안내,2023학년도 창의융합 G-bridge 교육 참가자 모집 안내-12.11.월까지,0.9041095890410958
2023년 해외일경험지원사업 참여 청년 모집 안내,2023년 해외일경험지원사업 참여 청년 모집 안내-8.13.일까지,0.9
[대학혁신_교수학습] 2022학년도 2학기 [메이저러너] 프로그램 시행 공고,[대학혁신_교수학습] 2022학년도 2학기 [메이저러너] 프로그램 시행 공고-9.27.화까지,0.926829268292683
공지] 2016년 1학기 사랑드림 장학생 선발 안내,2016-1학기 사랑드림장학사업 신규장학생 선발 안내,0.8
2022학년도 2학기 교과 연계 학생주도형 비교과 학습지원 『무한도전』 공고,2022학년도 2학기 교과연계 학생주도형 비교과 학습지원 [무한도전] 공고,0.9873417721518988
[춘천]「2021년도 KNU 행복문고」프로그램 운영 안내,[학사]2021년 KNU 행복문고 프로그램 운영안내,0.8679245283018868
2020-1학기 지역사랑장학금 선발 안내,2020-1학기 지역사랑장학금 선발 계획 안내,0.9333333333333332
경북지역 대표 과수 기상융합서비스 앱 개선방안 공모전 알림(대구지방기상청 주관),경북지역 대표 과수 기상융합서비스 앱' 개선방안 공모전 홍보,0.8108108108108109
[강원지역혁신플랫폼] 동계 빅데이터 연구 인턴십 프로그램 학부생 모집,[강원지역혁신플랫폼] 동계 빅데이터 연구 인턴십 프로그램 학부생 모집 안내,0.96
2013 강원바이오 취업박람회 안내,2013 강원바이오엑스포 취업박람회 참여 안내,0.8636363636363636
(국가거점국립대학교) 2021학년도 2학기 충북대학교 교류 수학 안내,(국가거점국립대학교) 2021학년도 2학기 경상국립대학교 교류 수학 안내,0.918918918918919
"[장학] 2020-1학기 국가장학금Ⅱ유형 긴급 지원(실직, 폐업) 장학생 선발 안내(~6/30(화) 18:00까지)","2020-1학기 국가장학금Ⅱ유형 긴급 지원(실직, 폐업) 장학생 선발 안내",0.8409090909090909
2015학년도 1학기 특별장학금 장학생 선발계획(신청:5/12~22),2015학년도 1학기 특별장학금 장학생 선발,0.8421052631578947
2020학년도 동계 계절수업시간표 및 수강신청 안내,[학부]2020학년도 동계 계절수업시간표 및 수강신청 안내,0.9655172413793104
2021년 2학기 아시아지역(중국외) 자매대학 파견교환학생 추가 선발 안내,2021학년도 2학기 중국 자매대학 파견교환학생 선발 안내,0.8450704225352113
2023년 강원대학교 파란사다리 사업 안내,2023년 강원대학교 파란사다리 사업(국외 연수) 안내,0.9019607843137256
2024학년도 2학기 [좋은수업에세이] 공모전 시행 안내,2024-2학기 [좋은수업 에세이] 공모전 시행 안내,0.9090909090909092
2013-2014 타이페이 대표부 초청 장학생 선발요강 안내,2013-2014 타이페이 대표부 초청 장학생 선발 안내,0.967741935483871
"2021 응급처치 및 심폐소생술 실습 교육 (제1,2차)","(교직) 2021학년도 응급처치 및 심폐소생술 실습 교육 안내(제1,2차)",0.875
2017학년도 아산사회복지재단 장학생 선발 안내,2017학년도 아산사회복지재단 장학생 선발 안내(11/9까지),0.912280701754386
「2022년도 KNU 인권주간」 운영 안내 및 홍보 요청,「2022년도 KNU 인권주간」운영 안내,0.8163265306122449
(12/26마감) 2023학년도 교연비「학생지도영역 프로그램」재학생 만족도 설문  조사 참여 안내,2023학년도 교연비「학생지도영역 프로그램」재학생 만족도 설문  조사 참여 협조 요청,0.8478260869565217
2018학년도 신입생 사전수강 지도 안내,2018학년도 신입생 수강신청 안내,0.8292682926829268
(국가거점국립대학교) 2021학년도 2학기 경상국립대학교 교류 수학 안내-7.21,（국가거점국립대학교） 2021학년도 2학기 충남대학교 교류 수학 안내,0.8831168831168831
한국어능력시험(TOPIK) 대비반 운영 홍보 협조 요청,한국어능력시험(TOPIK) 대비반 운영 안내,0.8
2019학년도 2학기 수업 중간평가 시행 안내,2019학년도 2학기 수업 중간평가 시행 안내(10/25마감),0.8928571428571429
2020년 인권센터 서포터즈 모집 안내,2020년 인권센터 서포터즈 모집 안내_협조 요청-11.13,0.8076923076923077
2025학년도 1학기 공주대학교 교류 수학 안내,2025학년도 1학기 공주대학교 교류 수학 일정 수정 안내,0.896551724137931
2023학년도 하계 계절수업 전북대학교 교류수학 안내-4.25.화까지,2023학년도 하계 계절수업 충남대학교 교류수학 안내,0.84375
2017년 고른기회전형(저소득층) 입학생 어학능력 향상지원 프로그램 안내,2017년 고른기회전형(저소득층) 입학생 어학능력 향상지원 프로그램,0.958904109589041
[학사]2022학년도 2학기 학부생 수강신청 안내,[학부] 2022학년도 1학기 학부생 수강신청 안내,0.9019607843137256
2024학년도 1학기 현장실습학기제 운영 안내,2024학년도 1학기 표준 현장실습학기제 운영 안내,0.9433962264150944
겨울방학 학생주도 문제해결 역량 강화 캠프 학생 모집,겨울방학 학생주도 문제해결 역량 강화 캠프 학생 모집 안내,0.9508196721311476
2018학년도 1학기 수업 중간평가 접속방법 안내,2018학년도 1학기 수업 중간평가 시행,0.8163265306122449
"2022학년도 「학내 마음건강 지원」 1,2학년 온라인 심리검사 운영 안내","2022학년도 학내 마음건강 지원 1,2학년 온라인 심리검사 운영 계획(안)",0.961038961038961
2019학년도 2학기 한국교원대학교 교류 수학 안내,2019학년도 2학기 동국대학교（서울） 교류 수학 안내,0.8928571428571429
2020학년도 1학기 한국교원대 교류 수학 안내,2020학년도 1학기 충북대학교 교류 수학 안내,0.8461538461538461
2023학년도 후기 학사학위취득유예 신청 안내,2023학년도 후기('24.8).졸업예정자 학사학위취득유예신청 안내,0.8421052631578947
[안내]2020년도 하반기 춘천시민장학복지재단 장학생 선발 안내,2020년도 하반기 춘천시민장학복지재단 장학생 선발 안내,0.96875
2025학년도 신입생학생증 발급 안내,2025학년도 신입생 학생증 발급 안내,0.975609756097561
2018학년도 1학기 숙명여자대학교 교류 수학 안내,2018학년도 1학기 경상대학교 교류 수학 안내,0.8888888888888888
2019학년도 1학기 국가근로장학사업 희망근로기간 신청안내(~2/22.18시),2019학년도 1학기 국가근로장학사업 희망근로기관 신청안내(~2.22.),0.9315068493150684
2012년 KSD나눔재단 신규장학생 선발,2012년 KSD나눔재단 신규장학생 추천안내,0.8695652173913043
2020학년도 2학기 수강과목 취소 안내,2020학년도 2학기 수강신청 과목 취소 안내,0.9361702127659576
2025학년도 1학기 국가근로장학금 학생신청기간 안내-11.21.목.9시-12.26.목.18시까지,2025년 1학기 국가장학금 1차 신청 안내-11.21.목.9시-12.26.목.18시까지,0.8735632183908046
강원대학교 후문 광장 명칭 공모전 안내,(12/6마감) 강원대학교 후문 광장 명칭 공모전 안내,0.875
[대학혁신지원사업]KNU Master 체험 프로그램(1人 1藝體技),[대학혁신지원사업] KNU Master 체험 프로그램(1人1藝體技) 안내-9.20,0.8888888888888888
2021학년도 1학기 국가근로장학금 희망근로기관 신청 안내,2021학년도 1학기 국가장학금 2차 신청 안내,0.8275862068965517
캠퍼스 내 무단방치 이륜자동차(오토바이) 강제처리 예고,캠퍼스 내 무단방치 이륜자동차(오토바이) 강제처리 예고에 따른 협조 요청,0.8484848484848485
[대학혁신지원사업] KNU Master 체험프로그램(1인1예체기) 건강운동 300 2학기 재공고 안내(춘천캠퍼스),[대학혁신지원사업] KNU Master 체험 프로그램(1人1예체기) _건강운동 300_ 2학기 재공고 안내-9.2.금.18시까지,0.85
2021학년도 신입생 대상 사교육영향평가 및 대입정보 제공 욕구 설문조사 협조 요청,[안내]2021학년도 신입생 대상 사교육영향평가 및 대입정보 제공 요구 설문조사안내,0.8666666666666667
(차세대반도체 혁신공유대학)2021학년도 2학기 서울대학교 교류 수학 안내,(차세대반도체혁신공유대학)2021학년도 2학기 포항공과대학교 교류 수학 안내,0.9113924050632912
2013학년도 1학기 재학생 등록금 수납계획 알림(정규납부2.22-2.27),2013학년도 1학기 재학생 등록금 수납계획 알림,0.84375
2022 공자아카데미 봄학기 중국어강좌 개설 안내,2022 공자아카데미 봄학기 중국어강좌 안내,0.9411764705882352
2023학년도 2학기 KNU Honors Day 행사 안내,2023학년도 2학기 『KNU Honors Day』행사 안내,0.984126984126984
[장학]2019년 중소기업 취업연계 장학사업(희망사다리) 학생 신청 안내,2019년 중소기업 취업연계 장학사업（희망사다리） 학생 신청 안내,0.9714285714285714
(국가거점국립대학교) 2023학년도 2학기 전남대학교 교류 수학 안내-7.19.수까지,(국가거점국립대학교) 2023학년도 2학기 전북대학교 교류 수학 안내-7.18.화까지,0.9285714285714286
2024-2학기 부.복수전공 신청 안내,24학년도 2학기 부ㆍ복수전공 신청 안내,0.8292682926829268
2024-1 학부생 재입학 추가모집 안내,2024학년도 1학기 학부생 재입학 추가모집 계획 안내,0.8235294117647058
2018학년도 하계 러닝아카데미(구수한클리닉) 사업 공고,2018학년도 하계 러닝아카데미(구수한 클리닉) 사업 공고,0.9830508474576272
2017-2학기 장학사정관제 장학금 장학생 선발계획 알림,2017-2학기 장학사정관제 장학생 선발 안내,0.8148148148148148
2020.2학기 롯데장학재단 희망멘토링 장학생 선발 안내,2020학년도 2학기 롯데장학재단 희망멘토링 장학생 선발 안내,0.9375
[대학원] 2025학년도 1학기 일반대학원 수강신청 안내,2025학년도 1학기 학부 수강신청 안내,0.8235294117647058
"2015년 학생 대상_폭력,가정폭력 예방 온라인 교육 안내",2015년 성폭력·가정폭력 예방 온라인 교육,0.8148148148148148
[필독] 2022학년도 교양 교육과정 개편에 따른 수강안내,2022학년도 교양 교육과정 개편에 따른 수강지도 안내,0.9
2016학년도 2학기 타대학교 수학 안내,2016학년도 2학기 충북대학교 교류수학 안내,0.8936170212765957
[학부]2021 바이오 기능성 소재 개발 직무역량강화 교육 참여학생 모집 안내,2021 바이오 기능성 소재 개발 직무역량강화 교육,0.8115942028985508
(필독!)2023학년도 2학기 학부 수강신청 안내,2023. 2학기 학부 수강신청 안내,0.8837209302325582
2018년 파란사다리 장학생 선발 안내,2018년 파란사다리 장학생 선발 안내(5/4(금)까지),0.8936170212765957
2022학년도 교직과정 및 교직 복수전공 이수 예정자 선발 안내,[제출기한 연장-필독] 2022학년도 교직과정 및 교직 복수전공 이수 예정자 선발 안내,0.875
2017학년도 2학기 학석사 연계과정 모집 안내,[2017학년도 2학기 학석사 연계과정 모집안내],0.9803921568627452
2023학년도 2학기 학부 수강신청 일정 안내,2023학년도 2학기 수강신청 및 시간표 안내,0.8
2025년 강원대학교 파란사다리 사업 안내 및 홍보,2025년 강원대학교 파란사다리 사업 운영 안내,0.8518518518518519
강원대생 건강검진 실시 안내,강원대생 건강검진 실시 안내(수정),0.9375
2019년도 대산농촌재단 장학생 선발 안내,2019년 아산사회복지재단 장학생 선발 안내,0.8085106382978723
[강원지역혁신플랫폼 대학교육혁신본부] 2023학년도 동계 영어몰입 Clinic （토익） 프로그램 모집 안내,[강원지역혁신플랫폼 대학교육혁신본부] 2023학년도 동계 영어몰입 Clinic(토익) 프로그램 안내,0.9622641509433962
2023학년도 후기 학위수여식 계획 안내,2023학년도 후기 학위수여식 계획 안내（24.08 졸업),0.8627450980392157
2020-1학기 지역사랑장학금 선발 안내,2020-1학기 지역사랑장학금 선발 계획 안내,0.9333333333333332
2021학년도 동계 계절수업 개강 후 취소기간 안내,2021학년도 동계 계절수업 개강 후 취소기간 및 취소절차 안내,0.8888888888888888
2024학년도 1학기 서울시립대학교 교류 수학 안내,2024학년도 1학기 전남대학교 일반대학원 교류 수학 안내,0.8
2021학년도 하계 계절수업 한국교원대학교 교류수학 안내,2021학년도 하계 계절수업 인하대학교 교류수학 안내,0.9
2015 강원대학교 캡스톤디자인 경진대회 개최 안내,2015강원대학교 캡스톤디자인 경진대회 개최 안내,0.9818181818181818
2019학년도 1학기 수업 기말평가 안내,2019학년도 1학기 수업 기말평가 시행 안내,0.9361702127659576
2022년 1학기 리더스 취업스터디 모집 안내,2022-1학기 [리더스 취업스터디]모집 안내,0.9361702127659576
LINC+ 사업단 창업아이디어(코너스톤 연계) 프로그램 참여 안내,LINC+ 사업단 창업아이디어(코너스톤 연계) 프로그램 안내,0.9523809523809524
2018학년도 일본 오미후루사토회 해외파견 자원봉사자 모집,2018학년도 일본 오미후루사토회 해외파견 자원봉사자 모집 안내,0.9552238805970148
2021학년도 동계 계절수업 전남대학교 교류수학 안내,2021학년도 동계 계절수업 경상국립대학교 교류수학 안내,0.9
2015.2학기 장학사정관제장학금 장학생 선발 계획,2015­2학기 장학사정관제 장학금 장학생 선발계획 알림,0.912280701754386
2013년도 전반기 중국어권 자매대학 교환학생 파견 대상자 선발계획,2013년도 전반기 일본 자매대학 교환학생 파견 대상자 선발계획 안내,0.88
2019학년도 1학기 일반대학원 학·석사 연계과정 모집 안내,2019학년도 1학기 학ㆍ석사 연계과정 모집 안내,0.8813559322033898
[대학혁신지원사업] 2020학년도 2학기 「좋은수업에세이」 공모전 시행 공고,[대학혁신지원사업] 2020학년도 2학기 「좋은수업에세이」 공모전,0.9142857142857144
2020학년도 1학기 재학생 학자금(생활비) 우선 대출 기간 안내,2020학년도 1학기 재학생 학자금(생활비) 우선 대출 기간 안내(1.28~2.17),0.918918918918919
2018-1학기 교내우선면제장학 배정안내,2018-1학기 우선면제장학금 신청 안내,0.8095238095238095
"2022학년도 3,4학년 대상 온리안 심리검사 운영 안내","2022년 3,4학년 대상 온라인 심리검사 운영 안내",0.896551724137931
강원대학교 산학협력통합정보시스템(UNI-ON) B. I. 아이디어 공모 개최 계획,강원대학교 산학협력통합정보시스템(UNI-ON) B. I. 아이디어 공모 개최 계획-5.31.금.18시까지,0.898876404494382
2023-1학기 KNU-SOS장학금 신청 안내,2023-1학기 KNU-SOS 장학생 선발 계획 안내,0.8
2024년 1학기 아시아 권역 자매대학 파견 교환학생 선발 안내-9.14.목.14시까지,2024년 1학기 아시아 권역 자매대학 파견 교환학생 선발 안내,0.8860759493670886
2017학년도 하계 전북대학교 계절수업 교류 수학 안내,2017학년도 하계 충북대학교 계절수업 교류 수학안내,0.9491525423728814
2020년 서울희망 대학 장학금 장학생 모집 안내,2020년 서울장학재단 <서울희망 대학 장학금> 장학생 모집 안내,0.8852459016393442
강원대학교 '제약·바이오 품질분석 전문가과정' 참가자 모집-마감,'제약·바이오 품질분석 전문가과정' 참가자 모집 안내,0.8070175438596491
2015-2016학년도 장·단기 해외어학연수 추가 선발[~10/27],2015-2016학년도 장·단기 해외어학연수 추가선발 계획 안내,0.8307692307692308
[대학혁신지원사업] 2021학년도 다전공 베스트 포트폴리오 공모전 안내,2021학년도 다전공 베스트 포토폴리오 공모전 안내,0.8307692307692308
2021학년도 2학기 [무한도전: 학생 주도형 비교과 학습지원 프로그램] 공고,2021학년도 2학기 [무한도전_ 학생 주도형 비교과 학습지원 프로그램] 공고,0.9876543209876544
2023학년도 2학기 경북대학교 일반대학원 교류 수학 안내,2023학년도 2학기 서울대학교 교류 수학 안내,0.8275862068965517
(1/14마감) 2021년도 겨울학기 한국어연수과정 버디 프로그램 참가자 모집 안내,2021년도 겨울학기 한국어연수과정 버디 프로그램 참가자 모집,0.8831168831168831
2024-1 신입생 RC [Chat-GPT 활용교육] 프로그램 운영 안내,(3/22마감) 2024학년도 1학기 신입생 RC [Chat-GPT 활용교육] 프로그램 운영 안내,0.8571428571428571
2018학년도 1학기 숙명여자대학교 교류 수학 안내,2018학년도 1학기 인천대학교 교류 수학 안내,0.8888888888888888
2022. 10월 2주 추천 채용 정보 안내,2022. 10월 4주(2차) 추천 채용 정보 안내,0.9166666666666666
2024학년도 2학기 가송재단 신규장학생 신청 안내,2024학년도 2학기 가송재단 신규장학생 선발 안내,0.9285714285714286
2024학년도 하계 계절수업 국립부경대학교 교류수학 안내,2024학년도 여름 계절수업 충남대학교 교류수학 안내,0.8333333333333334
JOB카페(잡카페) 취업지원도서 무료 배부 안내,JOB카페(잡카페) 과년도 취업지원도서 무료 배부,0.8571428571428571
2021학년도 2학기 외국인 유학생 튜터링 프로그램 홍보 협조 요청,2021학년도 2학기 외국인 유학생 튜터링 프로그램 참가자 모집,0.8333333333333334
2021학년도 1학기 중소기업 취업연계 장학사업（희망사다리Ⅰ 유형） 신규 장학생 신청기간 안내,[장학] 2021학년도 1학기 중소기업 취업연계 장학사업(희망사다리Ⅰ유형) 신규장학생 학생신청 안내(~ 4/2(금) 18시까지 연장),0.8070175438596491
대학일자리센터 특화프로그램 _공모전 대비 온라인 특강-실전편 안내,대학일자리센터 특화프로그램 _공모전 대비 온라인 특강-실전편_ 안내-11.4(온라인선착순신청),0.8536585365853658
2021-1 무한도전 학생주도형 비교과 학습지원 프로그램 신청,2021년 1학기 [무한도전 학생주도형 비교과 학습지원프로그램] 공고,0.8695652173913043
2023학년도 2학기 동국대학교 일반대학원 교류 수학 안내,2023학년도 2학기 서울대학교 교류 수학 안내,0.8275862068965517
"""고른기회전형 입학생 해외 문화 탐방"" 참가 신청 안내",[학부] 고른기회전형 입학생 해외 문화 탐방 참가 신청 안내(~11.13.),0.8888888888888888
「2021 대학 교수·학습 과정에 관한 설문조사」실시 안내,2021 대학 교수·학습 과정에 관한 설문조사」실시 요청,0.9310344827586208
2019-2020 브루나이 정부 초청 장학생 선발 안내,2019-2020 중국 정부 초청 장학생 선발 안내,0.8928571428571429
2018학년도 하계 계절수업 전남대학교 학점 교류 수학 안내,2018학년도 하기 계절수업 제주대학교 학점 교류 수학 안내,0.9090909090909092
2021 창업동아리 모집 홍보,2021 창업동아리 모집  안내,0.875
2023년도 학생·교직원 e-루리 장애인식개선교육(법정의무교육) 수강 안내,[필수]2023년도 학생 대상 장애인식개선교육(법정의무교육) 안내,0.8115942028985508
<2024학년도 전기 학사학위취득유예 신청 및 접수 안내>,[학사] 2024학년도 전기 학사취득유예 신청 및 접수 안내,0.918032786885246
2015년 하계 국제워크캠프 해외파견 봉사자 모집,[안내] 2015년 하계 국제워크캠프 해외파견 봉사자 모집,0.9473684210526316
2019 하계 국내 현장실습 참가희망자 모집 안내,SW중심대학사업단 2019 하계 국내 현장실습 참가희망자 모집 안내,0.84375
2023년 1학기 발전기금재단 「정강 장학회」 장학생 선발 안내(~3/13),2023년 1학기 발전기금재단 「정강 장학회」 장학 신청 안내,0.8823529411764706
2021학년도 하계 비교과 프로그램 운영,2021년 하계 비교과 프로그램운영 안내,0.8636363636363636
'레고랜드코리아' 2022학년도 1학기 현장실습학기제 2차 설명회 참여 학생 모집,"'레고랜드코리아' 2022학년도 1학기 현장실습학기제 2차 설명회 참여 학생 모집 안내-12.21.화.14시,글로벌경영관105호",0.8037383177570093
(국가거점국립대학교) 2023학년도 2학기 제주대학교 교류 수학 안내,(국가거점국립대학교) 2023학년도 2학기 경북대학교 교류 수학 안내,0.9444444444444444
2022학년도 동계 계절수업 인천대학교 교류수학 안내,2022학년도 동계 계절수업 제주대학교 교류수학 안내,0.9310344827586208
2021 파란사다리 사업 안내,2021년 파란사다리 사업 안내,0.9696969696969696
2021년도 KNU 동계 부트캠프 프로그램 참가 신청 안내,(1/7마감) 2021년도 KNU 동계 부트캠프 프로그램 참가 신청 안내,0.927536231884058
[학부]2021 하반기 건강보험심사평가원 채용공고 분석 특강 참가자 모집 안내,2021 하반기 건강보험심사평가원 채용공고 분석 특강 참가자 모집 안내,0.975
신입생 인증용 온라인교육 이수안내,도서관 신입생 인증용 온라인교육 이수안내,0.9
2025학년도 1학기 학·석사 연계과정 모집 안내,2025학년도 1학기 학·석사 연계과정 모집 안내( ~ 10/18(금)까지),0.8666666666666667
2016학년도 1학기 숙명여자대학교 수학 안내,2016학년도 1학기 강릉원주대학교 수학 안내,0.84
2020-2학기 재학생 분할납부 4차 및 미등록자추가 등록금 수납 알림,[학부]2020-2학기 재학생 분할납부 4차 및 미등록자추가 등록금 수납 알림,0.9743589743589745
집단프로그램 참여자 모집 안내,집단 프로그램 참여자 모집,0.8666666666666667
2학기 학생 무료 건강검진 실시 안내,강원대학교 학생 무료 건강검진 실시 안내,0.8571428571428571
전동형 킥보드 등 개인형 이동장치 안전운행 설문조사 참여 안내,전동형 킥보드 등 개인형 이동장치 안전운행 설문조사 안내,0.953846153846154
[학부]2021 후기 한일 공동 고등교육 유학생 교류사업 학부 1년 과정 및 석·박사 학위과정 장학생 추천자 선발 안내,2021 후기 한일 공동 고등교육 유학생 교류사업 학부 1년 과정 및 석·박사 학위과정 장학생 추천자 선발 안내,0.9838709677419356
2025학년도 1학기 해외파견 프로그램 및 홍보 설명회 운영일정 사전 안내 홍보 협조 요청,2025학년도 1학기 해외파견 프로그램 및 홍보 설명회 운영일정 사전 안내,0.9010989010989012
2022 신입생을 위한 학습역량강화특강 신청 안내,2022학년도 [신입생을 위한 학습역량강화특강],0.8235294117647058
[학부]2021년 제12기 사회리더 대학생 멘토링 멘티모집 안내,2021년 제12기 사회리더 대학생 멘토링 멘티모집 안내,0.96875
[안내]2018년 동계 단기 해외어학연수생 선발안내,2018학년도 동계 단기 해외어학연수생 선발안내,0.9230769230769232
백령스포츠센터 『제한적 확대 운영』에 따른 안내,백령스포츠센터 제한적 확대 운영 안내,0.9090909090909092
2015학년도 2학기 충북대학교 수학 안내,2015학년도 2학기 세종대학교 수학 안내,0.9130434782608696
2017학년도 1학기 경북대학교 교류 수학 안내,2017학년도 1학기 전북대학교 교류 수학 안내,0.9615384615384616
2022학년도 2학기 중간 수업평가 시행 안내,[학부] 2022-2학기 중간 수업평가 시행 안내,0.8571428571428571
적외선분광기(FT-IR) 세미나 안내,﻿적외선 분광기(FT-IR) 세미나﻿,0.875
2024학년도 겨울 계절수업 세종대학교 교류수학 안내,2024학년도 겨울 계절수업 국립부경대학교 교류수학 안내,0.9
2015년 1학기 한국장학재단 학자금지원 '가구원 사전동의' 신청,'15년 1학기 한국장학재단 학자금지원 '가구원 사전동의' 홍보 요청,0.8985507246376812
강원대학교 학생 무료 건강검진 실시 안내,2학기 학생 무료 건강검진 실시 안내,0.8571428571428571
"캠퍼스간(춘천<->삼척, 도계) 교양과목 교차 수강신청 실시 안내","캠퍼스간(춘천_-_삼척, 도계) 교양과목 교차 수강신청 실시 안내",0.967741935483871
강원대학교 학생홍보대사 가온 모집 안내,[모집]강원대학교 홍보대사 [가온] 모집 안내,0.9047619047619048
2022학년도 교·사대생 등 대학생 튜터링 사업 장학생 모집 안내,"2022학년도 교,사대생 등 대학생 튜터링 사업 튜터 모집 안내",0.927536231884058
2015년 동계 월드프렌즈 청년봉사단 31기 단원 모집,2015년 월드프렌즈 청년봉사단 31기 단원 모집,0.9473684210526316
2020-1학기 KNU-SOS장학생 선발,2020-1학기 KNU-SOS 장학생 선발 안내,0.9090909090909092
2020년 1학기 국가근로장학사업 학생신청기간 안내,2020학년도 1학기 국가근로장학사업 학생신청기간 안내-11.19-12.17,0.8484848484848485
